frame,timestamp_sec,model,label,class_id,confidence,x1,y1,x2,y2,center_x,center_y,bbox_width,bbox_height,image_width,image_height
22,0.733,ROAD,Alligator Crack,2,0.390466,194,171,867,1080,530.92,625.73,672,908,1920,1080
22,0.733,ROAD,Transverse Crack,1,0.314536,767,969,1269,1080,1018.63,1024.96,502,110,1920,1080
23,0.767,CRACK,crack,0,0.78743,25,245,869,1080,447.65,662.75,843,834,1920,1080
23,0.767,CRACK,crack,0,0.759697,1639,553,1920,687,1779.53,620.37,280,134,1920,1080
23,0.767,CRACK,crack,0,0.628439,1470,156,1555,559,1512.74,358.23,85,403,1920,1080
23,0.767,CRACK,crack,0,0.500195,625,159,685,541,655.29,350.55,60,381,1920,1080
23,0.767,CRACK,crack,0,0.482471,8,0,1029,554,518.95,277.1,1021,554,1920,1080
23,0.767,CRACK,crack,0,0.357945,3,0,45,317,24.48,158.7,41,317,1920,1080
23,0.767,CRACK,crack,0,0.321183,1310,590,1405,676,1357.98,633.67,95,85,1920,1080
23,0.767,ROAD,Alligator Crack,2,0.728571,1088,436,1920,1043,1504.31,739.64,831,607,1920,1080
24,0.8,CRACK,crack,0,0.800202,1639,550,1919,683,1779.43,617.03,279,133,1920,1080
24,0.8,CRACK,crack,0,0.793513,25,229,857,1080,441.55,654.81,832,850,1920,1080
24,0.8,CRACK,crack,0,0.586012,1467,158,1553,549,1510.69,354.14,86,391,1920,1080
24,0.8,CRACK,crack,0,0.53919,623,157,682,538,652.79,348.15,58,380,1920,1080
24,0.8,CRACK,crack,0,0.516403,0,0,628,343,314.17,171.53,628,343,1920,1080
24,0.8,CRACK,crack,0,0.392026,1128,0,1217,486,1173.1,243.34,88,485,1920,1080
24,0.8,CRACK,crack,0,0.338657,1375,0,1556,554,1465.82,277.37,180,554,1920,1080
24,0.8,CRACK,crack,0,0.312686,1268,445,1720,1080,1494.25,762.55,452,634,1920,1080
24,0.8,ROAD,Alligator Crack,2,0.753722,1101,435,1920,1043,1510.73,739.53,818,607,1920,1080
24,0.8,ROAD,Alligator Crack,2,0.403962,176,165,834,1074,505.56,619.97,658,908,1920,1080
25,0.833,CRACK,crack,0,0.822957,1638,546,1919,679,1778.8,613.11,280,133,1920,1080
25,0.833,CRACK,crack,0,0.809173,25,213,840,1080,432.98,647.0,815,866,1920,1080
25,0.833,CRACK,crack,0,0.575808,621,158,681,535,651.63,346.9,60,377,1920,1080
25,0.833,CRACK,crack,0,0.472398,1464,146,1554,550,1509.46,348.52,89,404,1920,1080
25,0.833,CRACK,crack,0,0.387683,686,695,1279,1080,983.04,887.57,592,384,1920,1080
25,0.833,CRACK,crack,0,0.352274,1388,0,1555,552,1471.92,276.29,167,551,1920,1080
25,0.833,CRACK,crack,0,0.346227,1588,695,1714,1079,1651.44,887.62,126,384,1920,1080
25,0.833,CRACK,crack,0,0.337871,0,0,617,356,308.88,178.06,617,356,1920,1080
25,0.833,CRACK,crack,0,0.321312,0,0,39,317,20.01,158.81,39,317,1920,1080
25,0.833,CRACK,crack,0,0.313519,458,17,1408,1008,933.3,513.17,950,990,1920,1080
25,0.833,ROAD,Alligator Crack,2,0.762945,1074,424,1920,1043,1497.23,733.69,845,619,1920,1080
25,0.833,ROAD,Alligator Crack,2,0.457921,182,163,832,1075,507.32,619.61,649,911,1920,1080
25,0.833,ROAD,Potholes,3,0.364417,988,958,1288,1077,1138.36,1018.44,299,119,1920,1080
26,0.867,CRACK,crack,0,0.822544,1635,541,1919,676,1777.24,609.41,284,134,1920,1080
26,0.867,CRACK,crack,0,0.726911,12,244,835,1078,423.84,661.55,822,834,1920,1080
26,0.867,CRACK,crack,0,0.607655,1463,147,1553,545,1508.25,346.53,89,398,1920,1080
26,0.867,CRACK,crack,0,0.422048,675,691,1278,1080,977.01,885.98,603,388,1920,1080
26,0.867,CRACK,crack,0,0.330553,1107,0,1212,478,1160.0,239.46,105,478,1920,1080
26,0.867,CRACK,crack,0,0.321836,1276,408,1718,1080,1497.53,744.12,441,671,1920,1080
26,0.867,CRACK,crack,0,0.318376,1583,693,1713,1079,1648.37,886.93,130,385,1920,1080
26,0.867,ROAD,Alligator Crack,2,0.716856,1085,220,1920,1040,1502.78,630.64,834,819,1920,1080
26,0.867,ROAD,Alligator Crack,2,0.475301,174,172,844,1041,509.75,606.89,669,869,1920,1080
27,0.9,CRACK,crack,0,0.782069,1634,537,1919,673,1776.86,605.54,284,135,1920,1080
27,0.9,CRACK,crack,0,0.755963,23,230,826,1079,424.67,655.41,802,849,1920,1080
27,0.9,CRACK,crack,0,0.555881,1461,139,1550,539,1505.75,339.44,88,399,1920,1080
27,0.9,CRACK,crack,0,0.447841,467,14,1417,995,942.64,504.72,950,980,1920,1080
27,0.9,CRACK,crack,0,0.421115,41,0,1058,663,549.65,331.61,1016,663,1920,1080
27,0.9,CRACK,crack,0,0.357968,1266,432,1716,1080,1491.42,756.38,450,647,1920,1080
27,0.9,CRACK,crack,0,0.345244,1083,0,1209,468,1146.53,234.09,126,468,1920,1080
27,0.9,ROAD,Alligator Crack,2,0.735553,1049,421,1920,1043,1484.85,732.75,870,622,1920,1080
27,0.9,ROAD,Alligator Crack,2,0.387029,175,154,839,1035,507.63,595.1,664,880,1920,1080
28,0.933,CRACK,crack,0,0.762786,1634,534,1919,667,1776.66,600.98,285,132,1920,1080
28,0.933,CRACK,crack,0,0.709535,9,272,828,1078,419.17,675.56,818,806,1920,1080
28,0.933,CRACK,crack,0,0.587556,1408,0,1549,535,1479.2,267.59,140,535,1920,1080
28,0.933,CRACK,crack,0,0.541554,233,150,1201,1080,717.76,615.01,967,929,1920,1080
28,0.933,CRACK,crack,0,0.517947,13,0,600,325,306.82,162.56,586,325,1920,1080
28,0.933,CRACK,crack,0,0.448449,647,294,1290,1079,968.68,687.16,642,784,1920,1080
28,0.933,CRACK,crack,0,0.445595,1126,0,1212,484,1169.49,242.33,85,483,1920,1080
28,0.933,CRACK,crack,0,0.351291,1253,508,1410,657,1332.01,583.12,157,148,1920,1080
28,0.933,CRACK,crack,0,0.31082,0,0,922,764,461.29,382.42,922,764,1920,1080
28,0.933,ROAD,Alligator Crack,2,0.619854,1046,339,1920,1035,1483.26,687.49,873,695,1920,1080
28,0.933,ROAD,Alligator Crack,2,0.328347,166,154,841,1040,504.29,597.61,674,885,1920,1080
29,0.967,CRACK,crack,0,0.786729,1630,528,1919,661,1775.32,595.42,288,132,1920,1080
29,0.967,CRACK,crack,0,0.768018,1587,678,1709,1080,1648.66,879.45,122,401,1920,1080
29,0.967,CRACK,crack,0,0.764164,8,250,820,1077,414.55,664.43,811,827,1920,1080
29,0.967,CRACK,crack,0,0.637934,1407,0,1547,531,1477.32,265.73,139,530,1920,1080
29,0.967,CRACK,crack,0,0.52351,226,143,1194,1080,710.61,611.5,967,936,1920,1080
29,0.967,CRACK,crack,0,0.435894,614,142,673,519,644.44,330.99,58,377,1920,1080
29,0.967,CRACK,crack,0,0.370137,1117,0,1210,458,1164.28,229.41,92,458,1920,1080
29,0.967,ROAD,Alligator Crack,2,0.65164,1056,361,1919,1034,1488.46,698.26,863,672,1920,1080
29,0.967,ROAD,Alligator Crack,2,0.545644,172,140,850,1042,511.42,591.48,677,901,1920,1080
29,0.967,ROAD,Potholes,3,0.304917,1125,951,1255,1030,1190.07,990.75,129,78,1920,1080
30,1.0,CRACK,crack,0,0.862173,1629,525,1919,658,1774.54,592.02,290,132,1920,1080
30,1.0,CRACK,crack,0,0.789123,20,172,873,1080,446.92,626.05,853,907,1920,1080
30,1.0,CRACK,crack,0,0.609343,1581,657,1708,1080,1645.1,868.7,126,422,1920,1080
30,1.0,CRACK,crack,0,0.59662,1456,130,1546,528,1501.54,329.42,89,398,1920,1080
30,1.0,CRACK,crack,0,0.476517,11,0,1063,708,537.7,354.23,1051,708,1920,1080
30,1.0,CRACK,crack,0,0.397723,1119,0,1210,445,1165.0,222.58,90,445,1920,1080
30,1.0,CRACK,crack,0,0.331101,613,136,671,517,642.89,326.79,58,380,1920,1080
30,1.0,CRACK,crack,0,0.327326,647,270,1296,1080,972.22,675.43,648,809,1920,1080
30,1.0,ROAD,Alligator Crack,2,0.678881,1017,364,1920,1033,1468.95,698.91,902,668,1920,1080
31,1.033,CRACK,crack,0,0.845732,1626,520,1919,654,1773.09,587.48,292,133,1920,1080
31,1.033,CRACK,crack,0,0.825128,611,131,671,515,641.94,323.29,59,383,1920,1080
31,1.033,CRACK,crack,0,0.752014,18,164,868,1080,443.29,622.27,850,915,1920,1080
31,1.033,CRACK,crack,0,0.552602,1454,131,1546,525,1500.54,328.66,92,394,1920,1080
31,1.033,CRACK,crack,0,0.439028,646,267,1321,1080,983.89,673.81,675,812,1920,1080
31,1.033,CRACK,crack,0,0.422156,1567,634,1707,1080,1637.24,857.24,139,445,1920,1080
31,1.033,ROAD,Alligator Crack,2,0.630531,966,397,1919,1051,1443.28,724.43,953,653,1920,1080
31,1.033,ROAD,Potholes,3,0.319691,525,84,884,307,705.0,196.16,358,222,1920,1080
32,1.067,CRACK,crack,0,0.805484,1628,516,1919,651,1774.06,583.95,290,135,1920,1080
32,1.067,CRACK,crack,0,0.792016,609,128,671,508,640.58,318.78,61,379,1920,1080
32,1.067,CRACK,crack,0,0.774372,19,156,874,1077,447.02,616.97,854,921,1920,1080
32,1.067,CRACK,crack,0,0.500408,1564,633,1705,1080,1635.4,856.91,140,446,1920,1080
32,1.067,CRACK,crack,0,0.388314,1400,0,1547,514,1474.32,257.28,146,514,1920,1080
32,1.067,CRACK,crack,0,0.351845,1262,362,1703,1080,1482.72,721.03,441,717,1920,1080
32,1.067,CRACK,crack,0,0.339481,1085,0,1195,472,1140.25,236.06,110,471,1920,1080
32,1.067,CRACK,crack,0,0.325055,1453,121,1540,525,1497.38,323.37,86,403,1920,1080
32,1.067,CRACK,crack,0,0.304103,451,14,1397,958,924.32,486.43,946,943,1920,1080
32,1.067,ROAD,Alligator Crack,2,0.639641,989,406,1919,1053,1454.26,730.0,930,647,1920,1080
32,1.067,ROAD,Alligator Crack,2,0.45078,157,134,846,1060,501.93,597.51,688,926,1920,1080
32,1.067,ROAD,Potholes,3,0.319337,519,84,872,296,695.76,190.58,353,211,1920,1080
33,1.1,CRACK,crack,0,0.790385,17,165,873,1076,445.7,620.85,856,911,1920,1080
33,1.1,CRACK,crack,0,0.76974,1626,512,1919,649,1772.89,580.92,292,137,1920,1080
33,1.1,CRACK,crack,0,0.689112,1570,648,1705,1080,1637.84,864.13,134,431,1920,1080
33,1.1,CRACK,crack,0,0.528651,1452,116,1544,514,1498.85,315.43,92,398,1920,1080
33,1.1,CRACK,crack,0,0.451464,645,236,1310,1080,978.49,658.38,664,843,1920,1080
33,1.1,CRACK,crack,0,0.331598,608,125,669,501,639.16,313.51,61,375,1920,1080
33,1.1,CRACK,crack,0,0.328857,1093,1,1195,457,1144.07,229.76,101,455,1920,1080
33,1.1,CRACK,crack,0,0.309966,1261,371,1701,1080,1481.46,725.59,440,708,1920,1080
33,1.1,ROAD,Alligator Crack,2,0.644617,1020,390,1919,1030,1470.2,710.69,899,639,1920,1080
33,1.1,ROAD,Alligator Crack,2,0.338012,162,111,842,1041,502.35,576.28,680,929,1920,1080
34,1.133,CRACK,crack,0,0.779203,1624,507,1919,644,1771.98,576.03,294,136,1920,1080
34,1.133,CRACK,crack,0,0.719295,6,279,823,1069,414.97,674.47,816,789,1920,1080
34,1.133,CRACK,crack,0,0.569699,1577,647,1703,1080,1640.65,863.52,126,432,1920,1080
34,1.133,CRACK,crack,0,0.55896,6,0,612,295,309.23,147.93,606,295,1920,1080
34,1.133,CRACK,crack,0,0.451413,613,644,1267,1080,940.59,862.41,653,435,1920,1080
34,1.133,CRACK,crack,0,0.412671,1451,112,1544,513,1497.71,312.62,93,400,1920,1080
34,1.133,CRACK,crack,0,0.3319,1258,353,1700,1080,1479.59,716.95,441,726,1920,1080
34,1.133,CRACK,crack,0,0.318288,1296,545,1394,629,1345.65,587.38,98,83,1920,1080
34,1.133,ROAD,Alligator Crack,2,0.669105,1028,386,1920,1027,1474.26,706.92,891,640,1920,1080
34,1.133,ROAD,Alligator Crack,2,0.336217,126,140,851,1065,488.69,602.9,725,924,1920,1080
35,1.167,CRACK,crack,0,0.750396,1622,503,1919,638,1770.62,571.17,297,135,1920,1080
35,1.167,CRACK,crack,0,0.74267,136,124,1182,1077,659.53,600.8,1046,953,1920,1080
35,1.167,CRACK,crack,0,0.590373,1570,639,1702,1080,1636.61,859.88,132,440,1920,1080
35,1.167,CRACK,crack,0,0.42099,1392,0,1545,504,1469.25,252.21,152,504,1920,1080
35,1.167,CRACK,crack,0,0.374437,1253,351,1700,1080,1477.18,715.95,446,728,1920,1080
35,1.167,ROAD,Alligator Crack,2,0.678666,1070,375,1920,1030,1495.29,703.0,849,655,1920,1080
35,1.167,ROAD,Alligator Crack,2,0.41012,148,110,836,1041,492.41,575.72,687,930,1920,1080
36,1.2,CRACK,crack,0,0.837003,1621,498,1919,635,1770.37,566.55,298,136,1920,1080
36,1.2,CRACK,crack,0,0.80912,133,118,1181,1075,657.57,597.42,1047,956,1920,1080
36,1.2,CRACK,crack,0,0.711211,1571,639,1702,1080,1636.91,859.91,130,440,1920,1080
36,1.2,CRACK,crack,0,0.466222,633,250,1286,1067,960.21,658.9,652,816,1920,1080
36,1.2,CRACK,crack,0,0.446396,1115,0,1186,359,1151.11,179.81,71,359,1920,1080
36,1.2,CRACK,crack,0,0.394362,1295,536,1388,622,1342.05,579.74,92,85,1920,1080
36,1.2,CRACK,crack,0,0.366289,1449,106,1540,504,1494.91,305.79,91,398,1920,1080
36,1.2,ROAD,Alligator Crack,2,0.604242,1051,355,1920,1035,1486.0,695.7,868,680,1920,1080
36,1.2,ROAD,Potholes,3,0.348016,989,923,1136,986,1063.29,954.9,146,62,1920,1080
37,1.233,CRACK,crack,0,0.812404,124,116,1174,1076,649.8,596.33,1050,959,1920,1080
37,1.233,CRACK,crack,0,0.797853,1619,492,1919,630,1769.51,561.66,299,138,1920,1080
37,1.233,CRACK,crack,0,0.637434,1569,629,1701,1080,1635.39,854.98,132,450,1920,1080
37,1.233,CRACK,crack,0,0.629534,614,575,1265,1080,940.05,827.87,650,504,1920,1080
37,1.233,CRACK,crack,0,0.519984,1448,95,1539,502,1494.11,299.09,90,406,1920,1080
37,1.233,CRACK,crack,0,0.387466,2,12,608,283,305.69,147.91,605,271,1920,1080
37,1.233,CRACK,crack,0,0.314196,1247,316,1698,1080,1473.32,698.37,450,763,1920,1080
37,1.233,ROAD,Alligator Crack,2,0.648286,1099,315,1920,1039,1509.66,677.74,820,724,1920,1080
38,1.267,CRACK,crack,0,0.809536,1620,488,1919,627,1769.72,557.71,299,138,1920,1080
38,1.267,CRACK,crack,0,0.799108,10,186,903,1047,457.02,617.05,892,861,1920,1080
38,1.267,CRACK,crack,0,0.754743,601,106,663,482,632.15,294.59,61,376,1920,1080
38,1.267,CRACK,crack,0,0.537289,1447,94,1537,492,1492.26,293.55,89,398,1920,1080
38,1.267,CRACK,crack,0,0.503927,469,15,1357,967,913.16,491.39,888,951,1920,1080
38,1.267,CRACK,crack,0,0.456759,1251,322,1699,1080,1475.17,701.41,448,757,1920,1080
38,1.267,ROAD,Alligator Crack,2,0.534557,1018,346,1919,1030,1469.32,688.4,900,684,1920,1080
38,1.267,ROAD,Alligator Crack,2,0.436851,1097,23,1917,762,1507.78,392.94,819,739,1920,1080
39,1.3,CRACK,crack,0,0.846123,11,170,901,1047,456.25,608.93,889,877,1920,1080
39,1.3,CRACK,crack,0,0.797749,1618,483,1919,622,1768.81,552.91,301,139,1920,1080
39,1.3,CRACK,crack,0,0.74286,1575,632,1699,1080,1637.2,856.33,123,447,1920,1080
39,1.3,CRACK,crack,0,0.594125,1446,95,1536,492,1491.53,293.96,90,396,1920,1080
39,1.3,CRACK,crack,0,0.494316,620,228,1283,1079,952.02,654.12,663,851,1920,1080
39,1.3,CRACK,crack,0,0.344005,1112,0,1180,412,1146.91,206.34,67,412,1920,1080
39,1.3,ROAD,Alligator Crack,2,0.563231,1071,372,1917,1030,1494.73,701.62,846,657,1920,1080
39,1.3,ROAD,Alligator Crack,2,0.419555,1099,103,1918,740,1508.78,421.9,818,637,1920,1080
40,1.333,CRACK,crack,0,0.817814,1615,479,1919,615,1767.66,547.19,303,136,1920,1080
40,1.333,CRACK,crack,0,0.8131,11,181,898,1046,455.0,614.27,886,865,1920,1080
40,1.333,CRACK,crack,0,0.711314,599,97,658,472,629.19,285.25,58,374,1920,1080
40,1.333,CRACK,crack,0,0.690775,1569,619,1697,1080,1633.9,849.63,128,460,1920,1080
40,1.333,CRACK,crack,0,0.631117,1443,91,1533,484,1488.33,287.84,90,392,1920,1080
40,1.333,CRACK,crack,0,0.573276,1111,0,1180,430,1146.25,215.57,68,430,1920,1080
40,1.333,CRACK,crack,0,0.388389,1252,307,1696,1080,1474.42,693.83,444,772,1920,1080
40,1.333,CRACK,crack,0,0.385983,475,459,1306,1080,891.27,769.65,830,620,1920,1080
40,1.333,ROAD,Alligator Crack,2,0.540841,1077,370,1917,1032,1497.85,701.82,839,662,1920,1080
40,1.333,ROAD,Alligator Crack,2,0.317208,151,107,834,1041,492.93,574.5,683,933,1920,1080
40,1.333,ROAD,Alligator Crack,2,0.301832,1103,90,1917,742,1510.64,416.74,814,651,1920,1080
41,1.367,CRACK,crack,0,0.832625,1616,473,1919,610,1767.78,542.11,303,137,1920,1080
41,1.367,CRACK,crack,0,0.82499,11,182,900,1053,455.59,617.92,889,870,1920,1080
41,1.367,CRACK,crack,0,0.583859,598,94,657,469,628.0,281.86,59,374,1920,1080
41,1.367,CRACK,crack,0,0.458057,1112,0,1178,412,1145.02,206.03,66,412,1920,1080
41,1.367,CRACK,crack,0,0.434919,1243,295,1697,1080,1470.39,687.58,453,784,1920,1080
41,1.367,CRACK,crack,0,0.392702,1415,0,1537,472,1476.45,236.37,121,472,1920,1080
41,1.367,CRACK,crack,0,0.375989,483,581,1262,1080,872.83,830.58,778,498,1920,1080
41,1.367,CRACK,crack,0,0.344772,1286,511,1382,596,1334.34,553.79,95,85,1920,1080
41,1.367,ROAD,Alligator Crack,2,0.464874,1050,363,1918,1033,1484.24,698.4,868,669,1920,1080
42,1.4,CRACK,crack,0,0.815794,1615,467,1919,607,1767.42,537.9,303,140,1920,1080
42,1.4,CRACK,crack,0,0.812157,8,211,909,1045,459.12,628.56,900,834,1920,1080
42,1.4,CRACK,crack,0,0.709584,597,89,656,467,627.05,278.54,58,377,1920,1080
42,1.4,CRACK,crack,0,0.672867,1565,600,1695,1080,1630.43,840.42,130,479,1920,1080
42,1.4,CRACK,crack,0,0.630003,1441,72,1531,477,1486.68,275.01,90,404,1920,1080
42,1.4,CRACK,crack,0,0.331613,1081,0,1178,416,1130.4,208.09,97,416,1920,1080
42,1.4,ROAD,Alligator Crack,2,0.526237,1033,355,1918,1039,1476.12,697.3,885,683,1920,1080
43,1.433,CRACK,crack,0,0.785739,1613,463,1919,603,1766.51,533.12,305,139,1920,1080
43,1.433,CRACK,crack,0,0.759651,595,84,657,459,626.6,272.03,61,375,1920,1080
43,1.433,CRACK,crack,0,0.747067,8,217,902,998,455.5,607.72,894,780,1920,1080
43,1.433,CRACK,crack,0,0.502506,1061,1,1178,408,1119.99,205.13,116,407,1920,1080
43,1.433,CRACK,crack,0,0.483055,1560,588,1695,1080,1627.83,834.35,134,491,1920,1080
43,1.433,CRACK,crack,0,0.411533,549,175,1284,1077,916.83,626.83,735,901,1920,1080
43,1.433,CRACK,crack,0,0.384265,1218,311,1697,1080,1457.99,695.94,478,768,1920,1080
43,1.433,CRACK,crack,0,0.357477,1439,56,1526,468,1482.58,262.39,87,412,1920,1080
43,1.433,ROAD,Alligator Crack,2,0.471036,1075,53,1919,899,1497.79,476.6,844,845,1920,1080
44,1.467,CRACK,crack,0,0.794916,1612,457,1919,597,1765.94,527.63,307,140,1920,1080
44,1.467,CRACK,crack,0,0.74684,7,201,903,1001,455.74,601.67,896,799,1920,1080
44,1.467,CRACK,crack,0,0.635252,1437,68,1525,463,1481.44,266.22,87,394,1920,1080
44,1.467,CRACK,crack,0,0.422686,1102,0,1176,404,1139.42,202.31,73,404,1920,1080
44,1.467,CRACK,crack,0,0.368015,534,190,1279,1080,906.52,635.4,745,889,1920,1080
44,1.467,CRACK,crack,0,0.364432,1241,284,1692,1080,1467.16,682.3,451,795,1920,1080
44,1.467,CRACK,crack,0,0.329119,1562,577,1693,1080,1628.31,828.78,131,502,1920,1080
44,1.467,ROAD,Alligator Crack,2,0.547073,1108,73,1920,884,1514.24,478.96,811,810,1920,1080
44,1.467,ROAD,Alligator Crack,2,0.320482,1110,362,1918,674,1514.36,518.62,807,312,1920,1080
45,1.5,CRACK,crack,0,0.825667,1610,452,1919,591,1764.86,521.78,309,138,1920,1080
45,1.5,CRACK,crack,0,0.765554,40,97,1025,1080,533.07,588.88,984,982,1920,1080
45,1.5,CRACK,crack,0,0.638493,1435,61,1525,456,1480.54,259.14,89,394,1920,1080
45,1.5,CRACK,crack,0,0.492498,590,170,1279,1074,935.03,622.42,689,904,1920,1080
45,1.5,CRACK,crack,0,0.473278,1554,577,1692,1080,1623.77,828.75,137,502,1920,1080
45,1.5,CRACK,crack,0,0.455678,4,1,605,246,305.41,124.13,600,245,1920,1080
45,1.5,CRACK,crack,0,0.439035,1227,294,1696,1080,1462.16,687.22,468,785,1920,1080
45,1.5,CRACK,crack,0,0.353105,594,79,654,449,624.34,264.31,59,370,1920,1080
45,1.5,ROAD,Potholes,3,0.508739,982,875,1119,939,1051.01,907.41,137,63,1920,1080
45,1.5,ROAD,Alligator Crack,2,0.459657,1087,52,1920,882,1503.71,467.26,832,829,1920,1080
46,1.533,CRACK,crack,0,0.834364,1608,447,1919,586,1763.98,516.98,311,138,1920,1080
46,1.533,CRACK,crack,0,0.696017,7,213,902,972,455.31,592.69,894,758,1920,1080
46,1.533,CRACK,crack,0,0.536175,1435,3,1524,452,1480.09,227.98,88,448,1920,1080
46,1.533,CRACK,crack,0,0.488634,1234,266,1692,1080,1463.6,673.16,457,813,1920,1080
46,1.533,CRACK,crack,0,0.476276,595,205,1271,1075,933.94,640.51,676,869,1920,1080
46,1.533,CRACK,crack,0,0.469264,1104,1,1173,342,1138.96,172.03,69,341,1920,1080
46,1.533,ROAD,Alligator Crack,2,0.482049,1058,61,1920,862,1489.34,462.03,861,800,1920,1080
46,1.533,ROAD,Alligator Crack,2,0.438201,71,146,801,1052,436.31,599.88,730,905,1920,1080
46,1.533,ROAD,Potholes,3,0.334444,1107,866,1241,947,1174.83,906.89,133,81,1920,1080
